acupoint,internationalnumber,nickname,meridian,place,symptom,matchpoint,picture,massage,massage_no,moxibustion,moxibustion_no,cupping,cupping_no,puncture,puncture_no,scratch,scratch_no,five_element_point,yuan_primary_point,meridian_name,luo_connecting_point,intersection_point,fiveshu_point
行間穴," LR2"," ",9,"行間穴位 (引自《經絡與穴道》)足背第一、二趾趾蹼緣後方赤白肉際處。《靈樞•本輸》：「足大指間也」，《針灸甲乙經》補充：「動脈﹝應手﹞陷者中」；《針灸集成》：「大指、次指合縫後五分」。",清肝明目、熄風鎮驚。古典：脅痛、腹脹、頭暈、目眩、癲癇、不眠、口歪、咽喉氣梗、咳逆、喉痹、疝痛、小便不利、莖中痛、遺溺、癃閉、消渴、嗜飲、目赤腫痛、嘔逆、嘔血、洞泄、腹痛、心下滿，胸背痛，肝病、脅下苦滿、小腹脹、月經不調、崩漏、帶下，小兒重舌、急慢驚風、膝腫腰痛、足趾腫痛。現代：高血壓，視力減退、結膜炎、青光眼、扁桃體炎，面肌痙攣、肋間神經痛，功能失調性子宮出血、睪丸炎，乳腺增生。,青光眼：風池、合谷、行間。心痛：陰郄、行間。肋間神經痛：曲池、支溝、行間。消渴：行間、湧泉。腰連腳痛：環跳、風市、行間。  ,https://4.bp.blogspot.com/-HOIlfmzs69w/WPxMM5Vat8I/AAAAAAAASLI/2g2tF2kBVjAubxsg2zuRPspYEd7XdKwswCK4B/s320/xingjian2.jpg,"按摩:用大拇指指尖用力掐揉200次,用於治療眩暈、耳鳴、耳聾。","注意事項：用力較大,旋轉按摩 。","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可治療崩漏、胸脅脹痛等。",注意事項：以局部有溫熱感無灼痛為宜,"拔罐:用火罐吸拔行間1〜3分鐘,能夠緩解心煩、失眠,平穩情緒。",注意事項：可以選擇較小的真空拔罐器。," "," ","刮痧:用刮痧板一角按揉行間1~3分鐘,有助於緩解高血壓。","注意事項：由淺入深,緩慢用力。",火穴,NULL,足厥陰肝經,NULL,NULL,滎穴
衝門穴," SP12","慈宮 ,沖門",10,腹股溝外側，距恥骨聯合上緣中點（曲骨）3.5寸，髂外動脈搏動處外側，當髂前上棘與恥骨聯合之間的連線的外1/3折點處。《針灸甲乙經》：「上去大橫五寸，在府舍下，橫骨兩端約文中動脈。」《類經圖翼》：「去腹中行三寸半」；《針灸逢源》：「在府舍下七分…去中各三寸半」；即曲骨旁開3.5寸處。《針方六集》作「上直兩乳…俠任脈兩旁各四寸」；《針灸資生經》：「去腹中行各當為四寸半」；諸家所述距前正中線分寸有出入，今從《針灸甲乙經》定作3.5寸。,理血，調下焦。古典：腹寒氣滿，腹中積聚疼痛，身熱，疝痛，癃閉，難產，妊娠子上衝心，不得息，痔疾，霍亂，帶下產崩，痃癖。現代：尿瀦留。,腹滿積聚：衝門、府舍。帶下產崩：衝門、氣衝。痃癖：衝門、血海。  ,https://4.bp.blogspot.com/-5a4TqfllNUQ/WPW1bsPCvHI/AAAAAAAARII/Hh4UAAVRqBMpXTzw-W_yf_MTdxEovloqACK4B/s400/chongmen.jpg,"按摩:用大拇指按壓片刻,突然松開,反覆5〜10次,用於治療下肢寒痛、麻木。"," ","艾灸:用艾條溫和灸5〜20分鐘,可治療疝氣、胎氣上沖。"," "," "," "," "," "," "," ",NULL,NULL,足太陰脾經,NULL,NULL,NULL
衝陽穴," ST42","趺陽, 會原 ,沖陽",14,足背最高處，拇長伸肌腱與趾長伸肌腱之間，足背動脈搏動處。《靈樞•本輸》：「足跗上五寸陷者中」；《針灸甲乙經》：「去陷谷三寸」；《千金要方》：「一云二寸」；《醫宗金鑒》：「從解溪下行足跗上高骨間動脈」。,扶土化濕，和胃寧神。古典：頭面浮腫，上齒痛，腹脹，胃脘痛，足痿，腳背腫痛，癲狂，瘧，痿厥，風頭重，額痛，樞股腨外廉骨痛，腹大不嗜食，熱病汗不出，口中熱病，瘛瘲，痹不仁，振寒時有熱，四肢不舉，腹滿身重，善嘔，癭，口眼歪斜。現代：脈管炎。,足痿失履不收：衝陽、足三里、僕參、飛揚、復溜、完骨。瘧從腳胻起：衝陽、束骨。狂妄行、登高而歌，棄衣而走：衝陽、豐隆。腳氣：公孫、衝陽、足三里。,https://2.bp.blogspot.com/-pkaFBzLn2o4/WPR-fDo3V7I/AAAAAAAAQ9g/4veUqC8pUdUegT8tXiqemqVwVivw40gAQCK4B/s400/chongyang.jpg,"按摩:用大拇指按揉200次,用於治療足背疼痛。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療頭痛、口眼喎斜。"," "," "," "," "," "," "," ",NULL,1,足陽明胃經,NULL,NULL,NULL
角孫穴," SJ20"," ",6,頭顳部，將耳部前折時，耳尖正上方入髮際處。《針灸甲乙經》：「在耳部中間，開口有孔」；《素問•氣府論》王冰註：「在耳部表上部，髮際之下」；《類經圖翼》張介賓註：「耳後上角」。,清利頭目，通利耳竅。古典：頭痛、眩暈、目翳、目赤腫痛、牙齦腫痛、耳鳴、耳聾、耳廓腫痛。現代：腮腺炎、結膜炎。,目昏生翳：角孫、足三里。牙齒不能嚼：角孫、頰車。視神經炎、視網膜出血：角孫、風池、太陽、肝俞、膈俞。  ,https://4.bp.blogspot.com/-nLrGV3SeimE/WPmsAjWy3rI/AAAAAAAAR2g/G31rBMhC39MdEU7ZQrQnTTtZEPyjrkhUACK4B/s320/jiaosun.jpg,"按摩:用大拇指按揉200次,每天持續,能治療頭項痛、耳鳴、眩暈。"," ","艾灸:用艾條溫和灸5〜20分鐘,可用於治療目翳等。"," "," "," "," "," "," "," ",NULL,NULL,手少陽三焦經,NULL,NULL,NULL
解溪穴," ST41","鞋帶 ",14,足背與小腿交界處的橫紋中央凹陷處，當拇長伸肌腱與趾長伸肌腱之間。《靈樞•本輸》：「上衝陽一寸半陷者中也」；《太平聖惠方》：「在系鞋處」；《針灸玉龍經》：「在足腕上大筋外宛宛中」；《醫學入門》：「去內庭上六寸半」；《針灸大成》：「足大指次指直上，跗上陷者宛宛中」；《循經考穴編》：「正居胻跗之間」；《動功按摩秘訣》：「去陷谷四寸半」。,理脾，化濕，清胃熱。古典：頭痛，眩暈，眼疾，頭面浮腫，腹脹，便秘，足膝痛或痿痹，癲疾，霍亂，轉筋，熱病汗不出，善噫，胃熱譫語，瘧，瘛瘲，驚悸，股膝重，筋痹，面目赤，口痛嚙舌，足脛虛腫，氣逆。現代：腎炎，臌脹，腸炎，足下垂，踝關節及周圍軟組織病，血栓閉塞性脈管炎，血栓性靜脈炎。,膝股腫、胻酸、轉筋：解溪、條口、丘墟、太白。癲疾：解溪。風眩頭痛嘔吐煩心：解溪、承光。足趾腫爛：解溪、八風、湧泉。腎炎：解溪、腎俞、復溜、陰陵泉。踝部痛：解溪、商丘、丘墟、崑崙、太溪。,https://2.bp.blogspot.com/-0LB3lq2cDNY/WQSIX7JACXI/AAAAAAAATRA/NAhHDVVnCpsUxVZmt2sh0tXgIUuEyNK6QCK4B/s400/jiexi1.jpg,"按摩:用大拇指按揉200次,用於治療足背疼痛。"," ","艾灸:用艾條溫和灸5〜20分鐘,可用於治療頭痛、腹脹。"," "," "," "," "," "," "," ",火穴,NULL,足陽明胃經,NULL,NULL,經穴
譩譆穴," BL45",譩嘻,11,背部第6胸椎棘突下（靈台）旁開3寸處，內與督俞相平。《素問•骨空論》：「在背下俠脊傍三寸所。厭（壓）之令病者呼噫嘻，噫嘻應乎。」《針灸甲乙經》：「在肩膊內廉，俠第六椎下兩傍各三寸。」,利氣寬胸，清熱補虛。古典：喘逆、肩胛內廉痛、脅脹痛、胸腹脹滿、熱病、溫瘧、目眩、鼻衄、肘腫、頭痛、多汗、熱病汗不出、目痛、氣噎、勞損虛乏、虛煩勞熱。現代：肋間神經痛。,風瘧：譩譆、少海、支正。溫瘧：中脘、譩譆、白環俞。 ,https://1.bp.blogspot.com/-b2UXMY999Jw/WPckYyQUosI/AAAAAAAARbk/LJvXwHFwrpkrnyQQfY7bR-SX2e-V1nOcACK4B/s400/yixi.jpg,"按摩:用大拇指按揉200次,能治療肩背痛咳嗽、氣喘。"," ","艾灸:用艾條溫和灸5〜20分鐘,可治療頭暈目眩。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
豐隆穴," ST40"," ",14,"豐隆、承山穴位橫斷面 (引自《嚴振國穴位解剖》)豐隆穴位 (引自《經絡與穴道》)小腿前外側，外踝尖上8寸，脛骨前緣外二橫指（中指）處。內與條口相平，當外膝眼（犢鼻）與外踝尖連線的中點。《靈樞•經脈》：「去踝八寸」；《針灸甲乙經》：「在外踝上八寸，下廉胻外廉陷者中」；《針方六集》：「條口外廉一寸陷者中，別走太陰者。」《循經考穴編》：「外踝向前，旁解溪上去八寸。又法：于膝骨盡處量至腳腕中，折斷當中是。」",和胃氣，化痰濕，清神志。古典：氣逆，喉痹卒暗，狂癲，足不收，脛枯，胸腹痛，嘔吐，便秘，腳氣，厥頭痛，眩暈，煩心，面浮腫，四肢腫，身重，經久閉，忽大崩，婦人心痛，諸痰為病，頭風喘嗽，大小便澀難。現代：癔病，支氣管喘息，慢性氣管炎，高血壓，高脂血症。,四肢不收：豐隆、脾俞。風逆四肢腫：豐隆、復溜。痰嗽：豐隆、肺俞。喉痹：合谷、湧泉、天突、豐隆。  ,https://3.bp.blogspot.com/-36J4PfXKTqk/WPSIXxgZpcI/AAAAAAAAQ-U/QztAZqeYWMQRQFrf3HfFwdSLdPRe_ZSOQCK4B/s400/fenglong.jpg,"按摩:用大揭指按揉200次,用於治療各種痰證。"," ","艾灸:用艾條溫和灸5〜20分鐘,可用於治療咳嗽。"," "," "," "," "," "," "," ",NULL,NULL,足陽明胃經,1,NULL,NULL
足三里穴," ST36","三里, 下陵, 下三里, 下陵三里 ",14,"足三里穴位橫斷面 (引自《嚴振國穴位解剖》)足三里穴位 (引自《經絡與穴道》)小腿前外側，外膝眼（犢鼻）下3寸，脛骨前緣外一橫指（中指）處，當脛骨前肌中。《靈樞•本輸》：「膝下三寸，胻骨外。」《針灸資生經》：「每以大拇指、次指圈其膝蓋，以中指住處為穴，或以小指住處為穴，皆不得真穴所在也。…蓋在膝髕下，俠大筋中也。則是犢鼻之下三寸，方是三里。不可便從膝頭下去三寸為三里穴也。若如今人之取穴，恐失之太高矣。」《循經考穴編》：「須于胻骨外容側指許。」",調理脾胃，和腸消滯，清熱化濕，降逆利氣，扶正培元。古典：脘痛脹滿，膈咽不通，食飲不下，嘔吐，善噫，腸鳴，腹痛，便秘或腹瀉，霍亂，心悸，胸脅支滿，少腹腫痛，遺溺，小便不利，五勞贏瘦，七傷虛乏，發熱，虛煩身熱，癲癇，頭重額痛，口歪，咽痹，乳癰，目疾，目不能遠視，四肢腫滿，膝胻酸痛，腳氣，腳腫，腰痛不可以顧，癱瘓。現代：消化不良，急、慢性胃炎，返流性胃炎，胃、十二指腸潰瘍，胃腸運動功能失常，胃輕癱，幽門痙攣，腸梗阻，菌痢，急、慢性腸炎，闌尾炎，急性胰腺炎等消化系統病症。虛弱，休克，貧血，高血壓，肝炎，黃疸，哮喘，癲癇，神經衰弱，高脂血症，白細胞減少症，痛風以及過敏性疾病泌尿，生殖系統疾病。,腳痛、膝腫：足三里、懸鐘、陰陵泉、陽陵泉、三陰交、太衝。慢性腸炎：足三里、天樞、上巨虛、關元、行間、外陵。預防子癇發作或減輕症狀：足三里、內關、大陵、陽陵泉、太陽、肩外俞。胰腺炎：足三里、下巨虛、陽陵泉、內關。高血壓：足三里、曲池、內關、三陰交。暈厥：足三里、百會、水溝、合谷、太衝。餘熱不盡：足三里、曲池、合谷。嘔吐：足三里、內關、公孫、中脘。呃逆：足三里、中脘、內關、膈俞、天突。胃脘痛：足三里、中脘、內關。妊娠惡阻：足三里、內關、上脘。  ,https://1.bp.blogspot.com/-V8NRQh2_wSA/WPSqhouUegI/AAAAAAAAQ_o/8GW2kjKEF6Mdt3xdiOsSy_uchfxWF3Y4gCK4B/s400/zusanli.jpg,"按摩:用大拇指按揉200次,用於日常保健,可治療一切虛證","注意事項：先按壓後按揉,效果會更好。","艾灸:用艾條溫和灸5〜20分鐘,可治療脾胃病、下肢痹痛。",注意事項：距皮膚2〜3公分熏灸。,"拔罐:用火罐留罐5〜10分鐘,隔天1次,用於治療腰腿酸痛、胃痛。","注意事項：切忌用火燒罐口,否則會燙傷皮膚。"," "," ","刮痧:從上向下刮拭3~5分鐘,隔天1次,可治療脾胃病、下肢痹痛。",注意事項：宜單向、循經絡刮拭。,土穴,NULL,足陽明胃經,NULL,3,合穴
足五里穴," LR10","五里, 股五里 ",9,大腿內側根部，恥骨結節下方，當氣衝直下3寸，長收肌外緣凹陷處。《針灸甲乙經》：「在陰廉下，去氣衝三寸，陰股中動脈」《針方六集》：「在陰廉下一寸」；即氣衝直下3寸。《千金翼方》作「在陰廉下二寸」；《針灸集成》：「橫直髀關」；所載分寸有誤。,行氣提神、通利水道。古典：腹中滿，腸風，少腹痛，小便不利，陰囊濕痒，股內側痛，嗜臥，風勞，四肢不得舉。現代：腹股溝淋巴結炎、帶下。,嗜臥、四肢不欲動搖：天井、三陽絡、三間、厲兌。,https://2.bp.blogspot.com/-DC1hMLKIaOA/WPyXZ9HgiUI/AAAAAAAASQo/-MjUQvSY9N8TUUbDA1pmNSPmWXkMsFcpACK4B/s400/zuwuli.jpg,"按摩:用大拇指按揉200次,用於治療腹痛。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療腹痛等。"," "," "," "," "," "," "," ",NULL,NULL,足厥陰肝經,NULL,NULL,NULL
足竅陰穴," GB44","竅陰 ",13,足第4趾節末節外側，距趾甲角1分處。《靈樞•本輸》：「足小指次指之端也」；《針灸甲乙經》：「去爪甲如韭葉」；《醫學入門》：「足第四指端外側」。即第四趾外側，趾甲廓外側角後旁1分凹陷處。,泄熱、利脅、通竅。古典：脅痛不得息、咳而汗出、手足厥冷、煩熱、轉筋、頭痛、喉痹、舌卷乾、耳聾、耳鳴、癰疽、膽寒不得臥、夢魘、肘臂不舉。現代：膽道蛔虫症。,喉痹舌卷口乾：關衝、少澤、足竅陰。手臂肘攣不伸：手三里、足竅陰。轉筋汗不出：膽俞、太淵、孔最、陽陵泉、足竅陰。夜眠多夢：心俞、內關、神門、足三里、足竅陰。,https://1.bp.blogspot.com/-6e154ssaVjc/WPnIia9YkWI/AAAAAAAAR54/nezxQCuSXjIuZ5sm_yM9ef8QVYn_Gm3HQCK4B/s1600/zuqiaoyin.jpg,"按摩:用大拇指按揉200次,每天持續,能治療偏頭痛。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療足冷、*脅肋痛等。"," "," "," "," "," "," "," ",金穴,NULL,足少陽膽經,NULL,NULL,井穴
足臨泣穴," GB41","臨泣 ",13,"足臨泣穴位 (引自《經絡與穴道》)足背外側第四、五跖骨底前方，小趾伸肌腱外側凹陷處。當第四、五趾趾縫端（俠溪）上一寸五分處。《靈樞•本輸》：「﹝俠溪﹞上行一寸半陷者中」；《針灸甲乙經》：「在足小指、次指本節後間陷者中」。",清頭目、利胸脅、祛風、瀉火。古典：頭痛、頭眩、目澀，身痹、寒熱，胸脅支滿、喘氣、心痛不得息，乳腫、腋下腫、瘰癧，腰腹膝外廉痛、刖尼，手足中風不舉、痛麻發熱拘攣、筋牽、腿疼、眼腫赤疼、齒痛、耳聾、咽腫、項腫連腮、浮風搔痒、月經不調。現代：結膜炎、乳腺炎、乳腺增生、頸淋巴結結核、退乳。,小腹之脂：足臨泣、內庭。髀中痛不得行、足外皮痛：三陰交、足臨泣。月事不利：中極、三陰交、足臨泣。頭痛目眩：風池、豐隆、足臨泣。回乳：光明、足臨泣。,https://4.bp.blogspot.com/-JFKmO89vbrg/WPnUvf3jYtI/AAAAAAAAR7c/87K6ksjTarIdQsXYuEujmku_vNf8A24qQCK4B/s400/zulinqi.jpg,"按摩:用大拇指按揉200次,每天持續,能治療月經不調、外踝痛、頭痛、目眩等疾病。",注意事項：一邊緩緩吐氣一邊輕輕按摩。,"艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療月經不調、頭痛、脅肋痛。",注意事項：以局部有溫熱感、無灼痛為宜。," "," "," "," "," "," ",木穴,NULL,足少陽膽經,NULL,NULL,俞穴
足通谷穴," BL66","通谷 ",11,足外側部，足小趾本節（第5跖趾關節）前方赤白肉際凹陷處。《靈樞•本輸》：「本節之前外側」，《針灸甲乙經》補充「足小指」；《針灸集成》：「孤拐﹝骨﹞前腳邊紋頭」。,泄熱、清頭目。古典：身痛、煩滿、寒熱、瘧疾、咳喘、癲狂、善驚、頭痛、頭眩、項痛、胸滿、飲食不消、嘔吐、舌下腫難言、舌縱、目、鼻衄。,頭痛目眩：太陽、風池、足通谷。  ,https://3.bp.blogspot.com/-4fRII_TdN2w/WPbZjxD_jSI/AAAAAAAARTY/9-WkNkheQ1ojzQWgxCnzQ9TJHbUTwhUGQCK4B/s320/zutonggu.jpg,"按摩:用大拇指按揉200次,每天持續能治療頭痛。","注意事項：力道適中,以有酸脹感為宜。","艾灸:用艾條溫和灸5〜20分鐘,可用於治療頭痛、痔瘡等。","注意事項：以局部有溫熱感 、無灼痛為宜。"," "," "," "," "," "," ",水穴,NULL,足太陽膀胱經,NULL,NULL,滎穴
跗陽穴," BL59","附陽, 付陽 ",11,小腿後面，外踝後（崑崙）直上3寸凹陷處。《針灸甲乙經》：「在足外踝上三寸，太陽前、少陽後，筋骨間」；《針灸集成》：「在昆崑上三寸」；《太平聖惠方》作：「在外踝上二寸後筋骨間宛宛中」。,利腰腿、清頭目。《靈樞•衛氣》：「足太陽之本，在跟以上五寸中。」古典：頭重、頭痛、眩暈、頸項痛、腰痛、髀樞痛、轉筋、癱瘓痿臑，外踝紅腫、寒濕腳氣、兩足生瘡、胻痛、瘛瘲、四肢不舉、熱病汗不出、體重、逆氣、瘧、鼽衄、痔。現代：急性腰扭傷，坐骨神經痛、三叉神經痛。,瘛瘲：天井、跗陽。  ,https://1.bp.blogspot.com/-HbXCxar3cRs/WPbvKa-zHLI/AAAAAAAARVM/M0wTmPySRNoOljbHk78LSEQrNG_jxWSGgCK4B/s400/fuyang.jpg,"按摩:用大拇指按揉200次,能治療頭痛、腰腿痛等疾病。"," ","艾灸:用艾條溫和灸5〜20分鐘,可用於治療下肢痹痛。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
身柱穴," DU12"," ",8,背部正中線第三胸椎棘突下凹陷處，約與肩胛岡內側端相平。《針灸甲乙經》：「在第三椎節下間。」也可在棘突隆起處定穴，《類經圖翼》：「凡取脊間督脈諸穴，當于骨節突處取之。」,利肺氣，泄熱，清神。古典：胸中熱，身熱狂走，譫語，癲狂，咳嗽，口乾煩渴，哮喘，頭痛，胸背痛，腰脊強痛，疔瘡，虛勞，癲癇。現代：支氣管炎，肺炎，肺結核，百口咳，精神分裂症，癔病，佝僂病、風濕性心臟病。,癲疾：本神、身柱。疔瘡：身柱、靈台、合谷、委中。,https://3.bp.blogspot.com/-PvvyiKM_VSg/WP2hg86okOI/AAAAAAAASbc/ycHYrfb5I3AlbyeGxY0b7CkJUHeH4Zy_QCK4B/s400/shenzhu1.jpg,"按摩:用大拇指按揉200次,能治療咳嗽、氣喘等。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療咳嗽、後背冷痛。"," "," "," "," "," "," "," ",NULL,NULL,督脈,NULL,NULL,NULL
輒筋穴," GB23"," ",13,側胸部淵腋前一寸，約與乳頭相平，當淵腋與天溪連線的中點。《針灸甲乙經》：「在腋下三寸，復前行一寸，著脅。」《針灸大成》補充：「三肋端，橫直蔽骨旁七寸五分，平直兩乳，側臥屈上足取之。」,古典：胸中暴滿不得眠，喘息，太息善悲，小腹熱，多唾，嘔吐宿汁，吞酸，馬刀癭癧。現代：肋間神經痛，胸膜炎。,嘔吐：輒筋、內關、足三里。胸脅疼痛：輒筋、支溝、丘墟。喘息不得臥：定喘、輒筋、孔最。  ,https://4.bp.blogspot.com/-mxfv7jqkUb4/WPubp1er4bI/AAAAAAAASHI/trLIR34BnusjwfY5LJcxsTpUeeT_gxxpACK4B/s1600/zhejin.jpg,"按摩:用大拇指按揉200次,每天持續,能治療胸滿脅痛、咳嗽氣喘等疾病"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療胸脅痛、肋間神經痛等。"," "," "," "," "," "," "," ",NULL,NULL,足少陽膽經,NULL,NULL,NULL
迎香穴," LI20","衝陽 ",7,"迎香穴位 (引自《經絡與穴道》)面部，鼻翼外緣中點旁鼻唇溝中凹陷處。《針灸甲乙經》：「在禾髎上，鼻下孔傍」；《銅人腧穴針灸圖經》：「鼻孔傍五分」；《千金要方》：「禾髎上一寸」；《針方六集》：「當約口紋」。",通鼻竅，散風邪，清氣火。古典：鼻衄不利，鼻有息肉，鼻塞，多涕，不聞香臭，面痒浮腫，眼熱而紅，口眼歪斜，虫積腹痛。現代：鼻竇炎、鼻炎、酒糟鼻、面神經麻痹、面肌痙攣、三叉神經痛、便秘、膽道蛔虫症、痛經。,面痒腫：迎香、合谷。耳聾氣痞：聽會、迎香。赤眼：迎香、足臨泣、太衝、合谷。鼻塞無聞：迎香、上星。鼻炎：印堂、迎香、合谷。膽道蛔虫症：迎香、四白、水溝、曲池、足三里。,https://3.bp.blogspot.com/-BFfSOG_CKr0/WPRn1I8oMBI/AAAAAAAAQ6w/sih1FE1R1KQyfP1gcvKaswK6O2wVoDmYwCK4B/s320/yingxiang.jpg,"按摩:用大拇指或中指按揉,或向鼻根部搓揉200次,能防治鼻部疾患。"," "," "," "," "," "," "," "," "," ",NULL,NULL,手陽明大腸經,NULL,3,NULL
通天穴," BL7","天臼 ",11,"絡卻穴位 (引自《經絡與穴道》)頭部前髮際正中直上5.5寸旁開1.5寸處，當通天後1.5寸。《針灸甲乙經》：「在通天後一寸三分」，《千金要方》作「一寸五分」。",祛風通竅、安定神志。古典：風眩、頭痛、頭旋、耳鳴、嘔吐、口歪。青盲內障，目無所見。鼻塞、項腫癭瘤、瘛瘲、狂走，癲疾僵仆、妄見、恍惚不樂。現代：近視。,狂走、瘛瘲、恍惚不樂：絡卻、聽會、身柱。  ,https://3.bp.blogspot.com/-1C9l8PIrrNM/WPcK0Gh1F6I/AAAAAAAARYY/K2EGI7mPI5M6NTJGGxDrdGmMTAl2mc40gCK4B/s320/tongtian.jpg,"按摩:用大拇指或中指按揉200次,能治療頭痛、眩暈。"," ","艾灸:用艾條溫和灸5〜20分鐘,可治療癭氣面腫、口眼喎斜 。"," "," "," "," "," ","刮痧:從前向後刮拭3~5分鐘,隔天1次,可用於治療鼻塞、鼻淵、鼻瘡等疾病。"," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
通谷穴," "," ",,"In the depression anterior to the fifth metatarsophalangeal joint.",頭痛、癲癇、頭脹、子宮崩漏、眼睛紅痛、腰痛、暈眩、十二指腸炎、腹股溝疝氣、白痰，白鼻涕、胃腸感覺不舒服、鼻塞、流鼻血、砂眼、黃痰，黃鼻涕、頭重、針眼、梅尼爾氏病、鼻子乾燥、氣喘、脖子(頸部)酸痛、,,https://i1.kknews.cc/SIG=243vn4h/59330001517rr435q5ps.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
通里穴," HT5"," ",5,"通里穴位 (引自《經絡與穴道》)前臂掌側面，腕橫紋（神門）上1寸，尺側腕屈肌腱橈側緣凹陷處，當靈道下5分。《靈樞•經脈》：「取之掌後一寸」；《循經考穴編》：「兌骨直下一寸，子骨之內，大筋之外。又法：居神門後一寸」。",寧心安神，熄風和營。古典：頭痛目眩，熱病懊憹，心悸怔忡，舌強，喉痹，肘臂痛，手腕痛，月經過多，遺尿，臟躁，崩漏。現代：心律失常，房顫，急性舌骨肌麻痹，神經衰弱，癔病。,頭目眩疼：通里、百會。經血過多：通里、行間、三陰交。心律不齊：通里、心俞。  ,https://2.bp.blogspot.com/-Ggy_uT0MLbs/WPW8ZvoAsLI/AAAAAAAARIw/HnnkQfLz4Q8-anJjSTxlbGtoXg9wZRmvQCK4B/s400/tongli.jpg,"按摩:用大拇指按揉或是彈撥,能夠治療前臂麻木、心悸","注意事項：力道適中,以有酸脹感為宜。","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可治療心痛、失眠、崩漏等。","注意事項：以局部有溫熱感 、無灼痛為宜。"," "," "," "," ","刮痧:從肘向腕刮拭3~5分鐘,隔天1次,可治療心痛、健忘、盜汗。",注意事項：宜單向、循經絡刮拭。,NULL,NULL,手少陰心經,1,NULL,NULL
郄上穴," EX-UE25","止紅穴 ",,郄門穴上3寸。,咯血，衄血，心臟病症，乳腺炎，胸膜炎。,咯血：郄上、孔最、尺澤、曲澤。  ,https://3.bp.blogspot.com/-NauITmzt1aI/WQG-aouJspI/AAAAAAAATIQ/ChUxBA9T2es8-cFc9c-_fgiiWyScXswCgCK4B/s320/ex-ue25.gif," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
郄門穴," PC4"," ",2,前臂掌側，腕橫紋上5寸，當曲澤與大陵的連線上。《針灸甲乙經》：「去腕五寸」，《循經考穴編》補充「兩筋間」。,寧心、安神、泄熱。古典：心痛、心悸、胸痛、咳血、嘔吐、嘔血、癲狂、驚恐、畏人、神氣不足、久瘧不瘥、五心煩熱、肘臂攣痛、疔瘡、胸疽、久痔、鼻衄。現代：風濕性心臟病、心肌炎、冠心病、心絞痛、心動過速、胸膜炎、膈肌痙攣。,咯血：曲池、郄門、三陽絡。  ,https://3.bp.blogspot.com/-me_loacarCw/WPjSq2rVu8I/AAAAAAAARwE/eVWrZ7UBOdcvD9J4SgHLc0K7PsIMM6-CwCK4B/s320/ximen.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,手厥陰心包經,NULL,NULL,NULL
里內庭穴," "," ",,取穴時，可採用正坐或仰臥，蹺足的姿勢，里內庭穴位於腳底部，在第二趾根部，腳趾彎曲時趾尖碰到處。約第二趾趾根下約三厘米處。,症狀：里內庭穴的主治症狀為：食物中毒、蕁麻疹等。本站有關此穴的治病療法有：按摩治療麻疹。,,https://i1.kknews.cc/SIG=1iaub8j/40390000o320r9np1q46.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
金津玉液穴," EX-HN12","舌下兩脈 ",,在口腔內，當舌下繫帶左右兩側的靜脈上，左為金津，右為玉液。,重舌腫脹，難言，黃疸，消渴，口舌生瘡，喉咽諸熱，嘔吐，口腔潰瘍，急腹痛，中風後遺症，頑固性嘔吐。,雙蛾風，喉閉不通：少商。口內生瘡，臭穢不可近：水溝、承漿、合谷。三焦熱極，口舌生瘡：關衝、外關、水溝、迎香、地倉。口氣衝人，臭不可近：少衝、通里、水溝。消渴：水溝、承漿、曲池、勞宮、太衝、行間、商丘、然谷、隱白。中風語蹇：聚泉、廉泉、風池、曲池、內關、足三里、太衝。糖尿病所致口渴：內關、少府、魚際、足三里、中脘、氣海、命門、身柱。慢性口腔潰瘍：三陰交、足三里。,https://4.bp.blogspot.com/-CQ4Fo-2iYH0/WP9aBQ9hcpI/AAAAAAAASww/vMOsSuQuEAIvzR1gbYl7WDhB_O8kHAoBQCK4B/s320/jinjin1.png," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
