acupoint,symptom,meridian
臑會穴,癲癇,10
臑會穴,目疾,10
臑會穴,肩胛腫痛,10
臑會穴,肩臂痛,10
臑會穴,腋下腫痛,10
臑會穴,臂痛,10
至陰穴,失眠,7
至陰穴,小便不利,7
至陰穴,小便尿不乾淨,7
至陰穴,小便渾濁不清,7
至陰穴,小便疼痛,7
至陰穴,少尿,7
至陰穴,尿中挾有膿液,7
至陰穴,尿道炎,7
至陰穴,尿道結石,7
至陰穴,慢性結膜炎,7
至陰穴,排尿困難,7
至陰穴,排尿疼痛,7
至陰穴,暈眩,7
至陰穴,月經期間眼睛痛,7
至陰穴,月經淋漓不止,7
至陰穴,月經週期不規則,7
至陰穴,梅尼爾氏病,7
至陰穴,流鼻血,7
至陰穴,滯產,7
至陰穴,無尿,7
至陰穴,疝氣,7
至陰穴,瘛瘲,7
至陰穴,癲狂癇,7
至陰穴,白痰,7
至陰穴,白鼻涕,7
至陰穴,皮膚搔癢,7
至陰穴,目痛,7
至陰穴,目翳,7
至陰穴,目赤痛,7
至陰穴,眩暈,7
至陰穴,眼睛模糊,7
至陰穴,眼睛疼痛,7
至陰穴,耳聾,7
至陰穴,耳鳴,7
至陰穴,肋間疼痛,7
至陰穴,胎位不正,7
至陰穴,胸脅痛,7
至陰穴,腰痛,7
至陰穴,腰腿酸痛,7
至陰穴,腰骶痛,7
至陰穴,腳氣病,7
至陰穴,腹股溝疝氣,7
至陰穴,膝部腫大疼痛,7
至陰穴,角膜炎,7
至陰穴,遺精,7
至陰穴,難產,7
至陰穴,頭痛,7
至陰穴,頭重,7
至陰穴,黃痰,7
至陰穴,黃鼻涕,7
至陰穴,鼻塞,7
至陰穴,鼻子乾燥,7
至陰穴,鼻衄,7
至陽穴,乾嘔,13
至陽穴,前胸疼痛,13
至陽穴,咳嗽,13
至陽穴,嘔吐,13
至陽穴,四肢感到疼痛,13
至陽穴,大便溏,13
至陽穴,大便稀薄,13
至陽穴,心律失常,13
至陽穴,心悸,13
至陽穴,心絞痛,13
至陽穴,心臟病,13
至陽穴,心臟痛,13
至陽穴,慢性肝炎,13
至陽穴,支氣管炎,13
至陽穴,月經期間腹瀉,13
至陽穴,氣喘,13
至陽穴,痢疾,13
至陽穴,瘧疾,13
至陽穴,肋間疼痛,13
至陽穴,胃下垂,13
至陽穴,胃痛,13
至陽穴,胃腸脹氣,13
至陽穴,胸悶,13
至陽穴,胸痛,13
至陽穴,胸背痛,13
至陽穴,腰痛,13
至陽穴,腹中有鳴叫聲,13
至陽穴,腹瀉,13
至陽穴,腹痛,13
至陽穴,黃疸,13
興奮穴,嗜眠,NULL
興奮穴,神經衰弱,NULL
興奮穴,精神萎靡不振,NULL
花骨一穴之一穴,怕光,NULL
花骨一穴之一穴,沙眼,NULL
花骨一穴之一穴,眉稜骨酸痛脹痛,NULL
花骨一穴之一穴,眼皮炎,NULL
花骨一穴之一穴,眼迎風流淚,NULL
花骨一穴之一穴,角膜炎,NULL
花骨一穴之三穴,怕光,NULL
花骨一穴之三穴,沙眼,NULL
花骨一穴之三穴,眉稜骨酸痛脹痛,NULL
花骨一穴之三穴,眼皮炎,NULL
花骨一穴之三穴,眼迎風流淚,NULL
花骨一穴之三穴,角膜炎,NULL
花骨一穴之二穴,怕光,NULL
花骨一穴之二穴,沙眼,NULL
花骨一穴之二穴,眉稜骨酸痛脹痛,NULL
花骨一穴之二穴,眼皮炎,NULL
花骨一穴之二穴,眼迎風流淚,NULL
花骨一穴之二穴,角膜炎,NULL
花骨一穴之四穴,怕光,NULL
花骨一穴之四穴,沙眼,NULL
花骨一穴之四穴,眉稜骨酸痛脹痛,NULL
花骨一穴之四穴,眼皮炎,NULL
花骨一穴之四穴,眼迎風流淚,NULL
花骨一穴之四穴,角膜炎,NULL
花骨三穴,坐骨神經痛,NULL
花骨三穴,脊椎骨痛,NULL
花骨三穴,腰痛,NULL
花骨二穴,手指無力,NULL
花骨二穴,手臂痛,NULL
花骨四穴,坐骨神經痛,NULL
花骨四穴,小腹痛,NULL
花骨四穴,止血,NULL
花骨四穴,胃痛,NULL
花骨四穴,脊椎骨痛,NULL
華蓋穴,哮喘,14
華蓋穴,胸脅痛,14
落枕穴,手臂痛,NULL
落枕穴,胃痛,NULL
落枕穴,落枕,NULL
落通穴,四肢無力,NULL
落通穴,疲勞,NULL
落通穴,腰酸,NULL
落通穴,血壓高,NULL
落通穴,血管硬化,NULL
落通穴,頭暈,NULL
虎口穴,唇緊,NULL
虎口穴,失眠,NULL
虎口穴,心痛,NULL
虎口穴,牙痛,NULL
虎口穴,眩暈,NULL
虎口穴,肩痛,NULL
蠡溝穴,下肢萎縮,12
蠡溝穴,下腹部痛,12
蠡溝穴,夜間遺尿,12
蠡溝穴,女陰搔癢,12
蠡溝穴,子宮內膜異位症,12
蠡溝穴,子宮崩漏,12
蠡溝穴,子宮發炎,12
蠡溝穴,小便不利,12
蠡溝穴,小便尿不乾淨,12
蠡溝穴,小便渾濁不清,12
蠡溝穴,小便疼痛,12
蠡溝穴,小便顏色偏黃,12
蠡溝穴,小腹痛,12
蠡溝穴,少腹痛,12
蠡溝穴,尿中挾有膿液,12
蠡溝穴,尿道炎,12
蠡溝穴,尿道結石,12
蠡溝穴,崩漏,12
蠡溝穴,帶下,12
蠡溝穴,帶下有魚腥味,12
蠡溝穴,帶下色黃且夾雜膿血,12
蠡溝穴,恥骨痛,12
蠡溝穴,慢性肝炎,12
蠡溝穴,手痛,12
蠡溝穴,手肘外側痛,12
蠡溝穴,排尿困難,12
蠡溝穴,排尿疼痛,12
蠡溝穴,月經不調,12
蠡溝穴,月經週期不規則,12
蠡溝穴,流汗顏色黃,12
蠡溝穴,濕疹,12
蠡溝穴,疝氣,12
蠡溝穴,疝痛,12
蠡溝穴,白帶,12
蠡溝穴,睪丸疼痛腫脹,12
蠡溝穴,睾丸腫痛,12
蠡溝穴,脅痛,12
蠡溝穴,腰痛,12
蠡溝穴,腹股溝疝氣,12
蠡溝穴,腹股溝痛,12
蠡溝穴,血尿,12
蠡溝穴,赤白帶,12
蠡溝穴,赤白帶下,12
蠡溝穴,遺尿,12
蠡溝穴,遺精,12
蠡溝穴,陰囊搔癢,12
蠡溝穴,陰挺,12
蠡溝穴,陰癢,12
蠡溝穴,陰莖疼痛搔癢,12
蠡溝穴,陰道炎,12
蠡溝穴,風疹,12
蠡溝穴,黃帶,12
蠡溝穴,鼠蹊腫痛,12
血海穴,下肢水腫,4
血海穴,丹毒,4
血海穴,乾嘔,4
血海穴,五淋,4
血海穴,低血壓,4
血海穴,全身性水腫,4
血海穴,十二指腸炎,4
血海穴,卵巢炎,4
血海穴,嘔吐,4
血海穴,大便像羊屎,4
血海穴,大便失禁,4
血海穴,大便膿血,4
血海穴,大腿內側疼痛,4
血海穴,女陰搔癢,4
血海穴,子宮內膜異位症,4
血海穴,子宮崩漏,4
血海穴,崩漏,4
血海穴,帶下有魚腥味,4
血海穴,帶下色黃且夾雜膿血,4
血海穴,感到噁心反胃,4
血海穴,排尿疼痛,4
血海穴,更年期障礙,4
血海穴,月經不調,4
血海穴,月經夾有血塊,4
血海穴,月經延後到來,4
血海穴,月經期間大便出血,4
血海穴,月經期間腹瀉,4
血海穴,月經期間過長,4
血海穴,月經痛,4
血海穴,月經週期不規則,4
血海穴,月經顏色淺淡,4
血海穴,濕疹,4
血海穴,牛皮癬,4
血海穴,異位性皮膚炎,4
血海穴,痔瘡,4
血海穴,痛風,4
血海穴,癮疹,4
血海穴,白帶,4
血海穴,皮膚搔癢,4
血海穴,經血如水樣,4
血海穴,經閉,4
血海穴,肛門出血,4
血海穴,肥胖,4
血海穴,胃下垂,4
血海穴,胃腸出血,4
血海穴,胃腸脹氣,4
血海穴,腰膝軟弱無力,4
血海穴,腹瀉,4
血海穴,腹痛,4
血海穴,膝蓋內側痛,4
血海穴,膝部腫大疼痛,4
血海穴,蕁麻疹,4
血海穴,血尿,4
血海穴,貧血,4
血海穴,類風濕性關節炎,4
血海穴,麻疹,4
血海穴,黃帶,4
行間穴,上半身易出汗,12
行間穴,下肢內側痛,12
行間穴,中風,12
行間穴,乾嘔,12
行間穴,原發性高血壓,12
行間穴,口喎,12
行間穴,口歪,12
行間穴,口歪眼斜,12
行間穴,呃逆,12
行間穴,咳嗽,12
行間穴,咽喉痛,12
行間穴,喉痹,12
行間穴,嘔吐,12
行間穴,嘔血,12
行間穴,嘔逆,12
行間穴,嘴中感到酸酸的,12
行間穴,嘴裡發苦,12
行間穴,夜間遺尿,12
行間穴,大便秘結,12
行間穴,失眠,12
行間穴,女陰搔癢,12
行間穴,小便不利,12
行間穴,崩漏,12
行間穴,帶下,12
行間穴,心悸,12
行間穴,心絞痛,12
行間穴,心臟痛,12
行間穴,急性咽喉炎,12
行間穴,急慢驚風,12
行間穴,手腳冰冷,12
行間穴,月經不調,12
行間穴,月經痛,12
行間穴,月經週期不規則,12
行間穴,月經過多,12
行間穴,洞泄,12
行間穴,流汗顏色黃,12
行間穴,消化不良,12
行間穴,消渴,12
行間穴,淋疾,12
行間穴,溢淚,12
行間穴,牙周疾病,12
行間穴,牙齒浮動,12
行間穴,牙齒痛,12
行間穴,牙齦出血,12
行間穴,牙齦腫脹,12
行間穴,男性勃起障礙,12
行間穴,異位性皮膚炎,12
行間穴,疝氣,12
行間穴,疝痛,12
行間穴,痛經,12
行間穴,瘛疭,12
行間穴,瘛瘲,12
行間穴,癃閉,12
行間穴,癲癇,12
行間穴,發熱,12
行間穴,發燒,12
行間穴,白帶,12
行間穴,目眩,12
行間穴,目赤痛,12
行間穴,目赤腫痛,12
行間穴,眩暈,12
行間穴,眼睛紅痛,12
行間穴,眼睛脹,12
行間穴,睡眠說夢話,12
行間穴,睡眠障礙,12
行間穴,睪丸疼痛腫脹,12
行間穴,糖尿病,12
行間穴,耳鳴,12
行間穴,胃脘痛,12
行間穴,胸悶,12
行間穴,胸背痛,12
行間穴,胸脅滿痛,12
行間穴,脅痛,12
行間穴,腰痛,12
行間穴,腳氣病,12
行間穴,腹痛,12
行間穴,腹股溝疝氣,12
行間穴,腹脹,12
行間穴,膝腫,12
行間穴,足跗腫痛,12
行間穴,足跟痛,12
行間穴,遺尿,12
行間穴,遺精,12
行間穴,針眼,12
行間穴,閉經,12
行間穴,陰中痛,12
行間穴,陰囊搔癢,12
行間穴,青盲,12
行間穴,頭暈,12
行間穴,頭痛,12
行間穴,高血壓,12
行間穴,黃帶,12
衝門穴,上吐下瀉,4
衝門穴,下腹脹氣,4
衝門穴,下腹部痛,4
衝門穴,乳房硬結,4
衝門穴,乳腺炎,4
衝門穴,大便失禁,4
衝門穴,大便時間較長,4
衝門穴,大便溏,4
衝門穴,大便秘結,4
衝門穴,大便稀薄,4
衝門穴,子宮內膜異位症,4
衝門穴,子宮崩漏,4
衝門穴,子宮發炎,4
衝門穴,崩漏,4
衝門穴,帶下,4
衝門穴,排尿困難,4
衝門穴,排尿疼痛,4
衝門穴,月經期間腹瀉,4
衝門穴,月經週期不規則,4
衝門穴,產後乳汁不足,4
衝門穴,疝氣,4
衝門穴,疝痛,4
衝門穴,痔疾,4
衝門穴,痔瘡,4
衝門穴,痢疾,4
衝門穴,癃閉,4
衝門穴,白帶,4
衝門穴,肚臍周圍痛,4
衝門穴,胃腸脹氣,4
衝門穴,腹瀉,4
衝門穴,腹痛,4
衝門穴,腹股溝疝氣,4
衝門穴,赤白帶,4
衝門穴,難產,4
衝門穴,霍亂,4
衝門穴,黃帶,4
衝陽穴,上齒痛,3
衝陽穴,口歪眼斜,3
衝陽穴,瘛瘲,3
衝陽穴,癲狂,3
衝陽穴,癲狂癇,3
衝陽穴,胃病,3
衝陽穴,胃脘痛,3
衝陽穴,腹脹,3
衝陽穴,足痿,3
衝陽穴,足痿無力,3
衝陽穴,面腫,3
衝陽穴,齒痛,3
角孫穴,乾嘔,10
角孫穴,偏頭痛,10
角孫穴,十二指腸炎,10
角孫穴,唇燥,10
角孫穴,嘔吐,10
角孫穴,容易掉頭髮,10
角孫穴,感到噁心反胃,10
角孫穴,暈眩,10
角孫穴,月經期間眼睛痛,10
角孫穴,梅尼爾氏病,10
角孫穴,牙周疾病,10
角孫穴,牙齒痛,10
角孫穴,牙齦出血,10
角孫穴,牙齦腫脹,10
角孫穴,目翳,10
角孫穴,目赤腫痛,10
角孫穴,眩暈,10
角孫穴,眼睛模糊,10
角孫穴,眼睛疼痛,10
角孫穴,眼睛紅痛,10
角孫穴,砂眼,10
角孫穴,耳朵痛,10
角孫穴,耳聾,10
角孫穴,耳部腫痛,10
角孫穴,耳鳴,10
角孫穴,胃下垂,10
角孫穴,脖子酸痛,10
角孫穴,腮腺炎,10
角孫穴,針眼,10
角孫穴,項強,10
角孫穴,頭痛,10
角孫穴,頸部痠痛,10
角孫穴,齒痛,10
解溪穴,下肢痿痹,3
解溪穴,便秘,3
解溪穴,氣逆,3
解溪穴,瘛瘲,3
解溪穴,癲狂,3
解溪穴,癲疾,3
解溪穴,眩暈,3
解溪穴,腎炎,3
解溪穴,腹脹,3
解溪穴,臌脹,3
解溪穴,轉筋,3
解溪穴,霍亂,3
解溪穴,頭痛,3
解溪穴,驚悸,3
譩譆穴,上呼吸道感染,7
譩譆穴,下腹脹氣,7
譩譆穴,乾嘔,7
譩譆穴,前胸疼痛,7
譩譆穴,咳嗽,7
譩譆穴,喘逆,7
譩譆穴,嘔吐,7
譩譆穴,多汗,7
譩譆穴,心包炎,7
譩譆穴,感冒,7
譩譆穴,暈眩,7
譩譆穴,月經期間眼睛痛,7
譩譆穴,梅尼爾氏病,7
譩譆穴,氣喘,7
譩譆穴,熱病,7
譩譆穴,瘧疾,7
譩譆穴,目痛,7
譩譆穴,目眩,7
譩譆穴,眼睛疼痛,7
譩譆穴,睡眠障礙,7
譩譆穴,肋間疼痛,7
譩譆穴,肩背交接痛,7
譩譆穴,肩背痛,7
譩譆穴,胸痛,7
譩譆穴,胸腹脹滿,7
譩譆穴,腰痛,7
譩譆穴,頭痛,7
譩譆穴,鼻衄,7
豐隆穴,下肢痿痹,3
豐隆穴,便秘,3
豐隆穴,嘔吐,3
豐隆穴,氣喘,3
豐隆穴,氣逆,3
豐隆穴,水腫,3
豐隆穴,痰多咳嗽,3
豐隆穴,癔病,3
豐隆穴,癲狂痛,3
豐隆穴,眩暈,3
豐隆穴,腳氣,3
豐隆穴,面浮腫,3
豐隆穴,頭痛,3
豐隆穴,高血壓,3
足三里穴,下肢痹痛,3
足三里穴,乳癰,3
足三里穴,便秘,3
足三里穴,口歪,3
足三里穴,呃逆,3
足三里穴,哮喘,3
足三里穴,嘔吐,3
足三里穴,噎膈,3
足三里穴,小便不利,3
足三里穴,尿失禁,3
足三里穴,心悸,3
足三里穴,心臟病,3
足三里穴,慢性肝炎,3
足三里穴,慢性腹瀉,3
足三里穴,手腳冰冷,3
足三里穴,打嗝,3
足三里穴,氣喘,3
足三里穴,水腫,3
足三里穴,泄瀉,3
足三里穴,流鼻血,3
足三里穴,消化不良,3
足三里穴,牙痛,3
足三里穴,痔瘡,3
足三里穴,痛風,3
足三里穴,痢疾,3
足三里穴,癱瘓,3
足三里穴,癲狂,3
足三里穴,癲癇,3
足三里穴,發熱,3
足三里穴,目疾,3
足三里穴,糖尿病,3
足三里穴,肥胖,3
足三里穴,胃下垂,3
足三里穴,胃炎,3
足三里穴,胃痛,3
足三里穴,胸脅支滿,3
足三里穴,腳氣,3
足三里穴,腸癰,3
足三里穴,腸胃炎,3
足三里穴,腸鳴,3
足三里穴,腹瀉,3
足三里穴,腹痛,3
足三里穴,腹脹,3
足三里穴,膽囊炎,3
足三里穴,虛勞贏瘦,3
足三里穴,貧血,3
足三里穴,霍亂,3
足三里穴,青光眼,3
足三里穴,頭痛,3
足三里穴,類風濕性關節炎,3
足三里穴,食慾不振,3
足三里穴,食欲不振,3
足三里穴,高血壓,3
足三里穴,黃疸,3
足五里穴,下腹脹氣,12
足五里穴,嗜臥,12
足五里穴,夜間遺尿,12
足五里穴,女陰搔癢,12
足五里穴,小便不利,12
足五里穴,少腹痛,12
足五里穴,帶下,12
足五里穴,排尿困難,12
足五里穴,排尿疼痛,12
足五里穴,胃腸脹氣,12
足五里穴,胸悶,12
足五里穴,陰囊搔癢,12
足五里穴,陰囊濕冷,12
足五里穴,陰道炎,12
足五里穴,陰部感到寒冷,12
足五金穴,喉嚨生瘡,NULL
足五金穴,急性腸炎,NULL
足五金穴,扁桃腺炎,NULL
足五金穴,甲狀腺腫,NULL
足五金穴,肩腸痛,NULL
足五金穴,魚骨刺柱喉管,NULL
足千金穴,喉嚨生瘡,NULL
足千金穴,急性腸炎,NULL
足千金穴,扁桃腺炎,NULL
足千金穴,甲狀腺腫,NULL
足千金穴,肩腸痛,NULL
足千金穴,魚骨刺柱喉管,NULL
足竅陰穴,偏頭痛,11
足竅陰穴,喉痹,11
足竅陰穴,多夢,11
足竅陰穴,熱病,11
足竅陰穴,目眩,11
足竅陰穴,目赤腫痛,11
足竅陰穴,耳聾,11
足竅陰穴,耳鳴,11
足竅陰穴,胸脅痛,11
足竅陰穴,足跗腫痛,11
足竅陰穴,轉筋,11
足竅陰穴,頭痛,11
足臨泣穴,中風偏癱,11
足臨泣穴,乳癰,11
足臨泣穴,乳腺炎,11
足臨泣穴,寒熱,11
足臨泣穴,月經不調,11
足臨泣穴,瘧疾,11
足臨泣穴,瘰癧,11
足臨泣穴,目外眥痛,11
足臨泣穴,目澀,11
足臨泣穴,目眩,11
足臨泣穴,耳聾,11
足臨泣穴,胸脅支滿,11
足臨泣穴,脅肋痛,11
足臨泣穴,腋下腫,11
足臨泣穴,足跗腫痛,11
足臨泣穴,頭痛,11
足臨泣穴,齒痛,11
足解穴,下針處起包,NULL
足解穴,疲勞過度之疼痛,NULL
足解穴,精神刺激而引起之疼痛,NULL
足解穴,腳扭傷,NULL
足解穴,藥物過敏,NULL
足解穴,血不歸經,NULL
足解穴,跌打損傷,NULL
足解穴,針灸後氣血錯亂,NULL
足解穴,食物中毒,NULL
足通谷穴,咳喘,7
足通谷穴,善驚,7
足通谷穴,嘔吐,7
足通谷穴,寒熱,7
足通谷穴,煩滿,7
足通谷穴,瘧疾,7
足通谷穴,癲狂,7
足通谷穴,目眩,7
足通谷穴,胸滿,7
足通谷穴,項強,7
足通谷穴,頭痛,7
足通谷穴,鼻衄,7
跗陽穴,三叉神經痛,7
跗陽穴,上吐下瀉,7
跗陽穴,下肢痿痹,7
跗陽穴,坐骨神經痛,7
跗陽穴,外踝腫痛,7
跗陽穴,弱視,7
跗陽穴,後側頸痛,7
跗陽穴,暈眩,7
跗陽穴,梅尼爾氏病,7
跗陽穴,瘛瘲,7
跗陽穴,癲癇,7
跗陽穴,眩暈,7
跗陽穴,腰痛,7
跗陽穴,腰骶痛,7
跗陽穴,腳外踝痛,7
跗陽穴,腳氣病,7
跗陽穴,臀部痛,7
跗陽穴,貝爾氏癱瘓,7
跗陽穴,轉筋,7
跗陽穴,頭痛,7
跗陽穴,頭脹,7
跗陽穴,頭重,7
跗陽穴,頸項痛,7
跗陽穴,鼽衄,7
跟骨穴之火星穴（右邊）,足跟痛,NULL
跟骨穴之火星穴（左邊）,足跟痛,NULL
跟骨穴之火球穴（右邊）,足跟痛,NULL
跟骨穴之火球穴（左邊）,足跟痛,NULL
跟骨穴之火生穴（右邊）,足跟痛,NULL
跟骨穴之火生穴（左邊）,足跟痛,NULL
跟骨穴之金全穴（右邊）,足跟痛,NULL
跟骨穴之金全穴（左邊）,足跟痛,NULL
跟骨穴之金口穴（右邊）,足跟痛,NULL
跟骨穴之金口穴（左邊）,足跟痛,NULL
跟骨穴之金曲穴（右邊）,足跟痛,NULL
跟骨穴之金曲穴（左邊）,足跟痛,NULL
身柱穴,上呼吸道感染,13
身柱穴,咳嗽,13
身柱穴,哮喘,13
身柱穴,感冒,13
身柱穴,支氣管炎,13
身柱穴,暈眩,13
身柱穴,梅尼爾氏病,13
身柱穴,氣喘,13
身柱穴,牛皮癬,13
身柱穴,疔瘡,13
身柱穴,疔瘡發背,13
身柱穴,癔病,13
身柱穴,癲狂,13
身柱穴,癲狂癇證,13
身柱穴,癲癇,13
身柱穴,發熱,13
身柱穴,發燒,13
身柱穴,神經衰弱症,13
身柱穴,肺炎,13
身柱穴,肺結核,13
身柱穴,胸中熱,13
身柱穴,胸背痛,13
身柱穴,腰痛,13
身柱穴,腰脊強痛,13
身柱穴,身熱頭痛,13
身柱穴,頭痛,13
身柱穴,驚厥,13
輒筋穴,乾嘔,11
輒筋穴,口中唾液較多,11
輒筋穴,口角自動會流口水,11
輒筋穴,吞酸,11
輒筋穴,喘息,11
輒筋穴,嘔吐,11
輒筋穴,氣喘,11
輒筋穴,肋間疼痛,11
輒筋穴,肩背交接痛,11
輒筋穴,肩臂痛,11
輒筋穴,胸肋痛,11
輒筋穴,腋下腫痛,11
輒筋穴,腋腫,11
迎香穴,三叉神經痛,2
迎香穴,上呼吸道感染,2
迎香穴,便秘,2
迎香穴,口歪,2
迎香穴,口歪眼斜,2
迎香穴,咽炎,2
迎香穴,多涕,2
迎香穴,大便時間較長,2
迎香穴,大便秘結,2
迎香穴,感冒,2
迎香穴,慢性鼻炎,2
迎香穴,慢性鼻竇炎,2
迎香穴,打噴嚏,2
迎香穴,打鼾,2
迎香穴,氣喘,2
迎香穴,流鼻涕或流鼻水,2
迎香穴,流鼻血,2
迎香穴,牙周疾病,2
迎香穴,牙痛,2
迎香穴,牙齒痛,2
迎香穴,牙齦出血,2
迎香穴,牙齦腫脹,2
迎香穴,痛經,2
迎香穴,白痰,2
迎香穴,白鼻涕,2
迎香穴,眼睛癢,2
迎香穴,眼睛紅痛,2
迎香穴,砂眼,2
迎香穴,膽道蛔蟲症,2
迎香穴,蕁麻疹,2
迎香穴,貝爾氏癱瘓,2
迎香穴,過敏性鼻炎,2
迎香穴,針眼,2
迎香穴,面癢,2
迎香穴,面部浮腫,2
迎香穴,頭痛,2
迎香穴,頭部面部紅腫,2
迎香穴,黃痰,2
迎香穴,黃鼻涕,2
迎香穴,鼻咽炎,2
迎香穴,鼻塞,2
迎香穴,鼻子乾燥,2
迎香穴,鼻子癢,2
迎香穴,鼻部疼痛,2
迎香穴,鼽衄,2
通天穴,上呼吸道感染,7
通天穴,咽炎,7
通天穴,嘔吐,7
通天穴,感冒,7
通天穴,慢性鼻炎,7
通天穴,慢性鼻竇炎,7
通天穴,暈眩,7
通天穴,梅尼爾氏病,7
通天穴,流鼻血,7
通天穴,瘛瘲,7
通天穴,白痰,7
通天穴,白鼻涕,7
通天穴,眩暈,7
通天穴,耳鳴,7
通天穴,近視,7
通天穴,過敏性鼻炎,7
通天穴,頭痛,7
通天穴,頭脹,7
通天穴,頭重,7
通天穴,黃痰,7
通天穴,黃鼻涕,7
通天穴,鼻咽炎,7
通天穴,鼻塞,7
通天穴,鼻子乾燥,7
通天穴,鼻子癢,7
通天穴,鼻淵,7
通天穴,鼻衄,7
通天穴,鼻部疼痛,7
通天穴(大腿區),狹心症,NULL
通山穴,狹心症,NULL
通心穴,狹心症,NULL
通胃穴,腎虧,NULL
通胃穴,陽萎早洩,NULL
通背穴,久年胃病,NULL
通背穴,十二指腸潰瘍,NULL
通腎穴,腎虧,NULL
通腎穴,陽萎早洩,NULL
通腸一穴,心悸,NULL
通腸一穴,急慢性腸炎,NULL
通腸一穴,肋膜炎,NULL
通腸一穴,胃痛,NULL
通腸一穴,腹膜炎,NULL
通腸一穴,高血壓,NULL
通腸一穴,鼻塞,NULL
通腸一穴,鼻炎,NULL
通腸三穴,心悸,NULL
通腸三穴,急慢性腸炎,NULL
通腸三穴,肋膜炎,NULL
通腸三穴,胃痛,NULL
通腸三穴,腹膜炎,NULL
通腸三穴,高血壓,NULL
通腸三穴,鼻塞,NULL
通腸三穴,鼻炎,NULL
通腸二穴,心悸,NULL
通腸二穴,急慢性腸炎,NULL
通腸二穴,肋膜炎,NULL
通腸二穴,胃痛,NULL
通腸二穴,腹膜炎,NULL
通腸二穴,高血壓,NULL
通腸二穴,鼻塞,NULL
通腸二穴,鼻炎,NULL
通谷穴,十二指腸炎,NULL
通谷穴,子宮崩漏,NULL
通谷穴,暈眩,NULL
通谷穴,梅尼爾氏病,NULL
通谷穴,氣喘,NULL
通谷穴,流鼻血,NULL
通谷穴,癲癇,NULL
通谷穴,白痰,NULL
通谷穴,白鼻涕,NULL
通谷穴,眼睛紅痛,NULL
通谷穴,砂眼,NULL
通谷穴,胃腸感覺不舒服,NULL
通谷穴,脖子酸痛,NULL
通谷穴,腰痛,NULL
通谷穴,腹股溝疝氣,NULL
通谷穴,針眼,NULL
通谷穴,頭痛,NULL
通谷穴,頭脹,NULL
通谷穴,頭重,NULL
通谷穴,頸部痠痛,NULL
通谷穴,黃痰,NULL
通谷穴,黃鼻涕,NULL
通谷穴,鼻塞,NULL
通谷穴,鼻子乾燥,NULL
通里穴,咳嗽,5
通里穴,咽喉痛,5
通里穴,啞,5
通里穴,喉氣管炎,5
通里穴,喉痹,5
通里穴,夜間遺尿,5
通里穴,失音,5
通里穴,子宮內膜異位症,5
通里穴,子宮崩漏,5
通里穴,子宮發炎,5
通里穴,容易嘆氣,5
通里穴,容易恐懼,5
通里穴,容易悲傷,5
通里穴,崩漏,5
通里穴,心律失常,5
通里穴,心悸,5
通里穴,心絞痛,5
通里穴,心臟病,5
通里穴,心臟痛,5
通里穴,怔仲,5
通里穴,急性咽喉炎,5
通里穴,慢性喉炎,5
通里穴,扁桃腺炎,5
通里穴,手腕痛,5
通里穴,暈眩,5
通里穴,暴喑,5
通里穴,月經期間眼睛痛,5
通里穴,月經過多,5
通里穴,梅尼爾氏病,5
通里穴,氣喘,5
通里穴,甲狀腺亢進,5
通里穴,癔病,5
通里穴,眼睛疼痛,5
通里穴,睡眠障礙,5
通里穴,神經衰弱症,5
通里穴,肘臂痛,5
通里穴,胃腸出血,5
通里穴,腕臂痛,5
通里穴,臟躁,5
通里穴,舌強,5
通里穴,舌強不語,5
通里穴,舌痛,5
通里穴,言語障礙,5
通里穴,遺尿,5
通里穴,面色發紅,5
通里穴,頭痛,5
通里穴,頭痛目眩,5
通關穴,狹心症,NULL
通靈穴,狹心症,NULL
通骨一穴,坐骨神經痛,NULL
通骨一穴,脊椎炎,NULL
通骨一穴,脊椎長骨刺,NULL
通骨一穴,腰痛,NULL
通骨二穴,坐骨神經痛,NULL
通骨二穴,脊椎炎,NULL
通骨二穴,脊椎長骨刺,NULL
通骨二穴,腰痛,NULL
還巢穴,卵巢囊腫,NULL
還巢穴,卵巢炎,NULL
還巢穴,子宮不正,NULL
還巢穴,子宮瘤,NULL
還巢穴,子宮癌,NULL
還巢穴,安胎,NULL
還巢穴,尿道炎,NULL
還巢穴,月經不調,NULL
還巢穴,赤白帶,NULL
還巢穴,輸卵管不通,NULL
還巢穴,陰道炎,NULL
郄上穴,乳腺炎,NULL
郄上穴,衄血,NULL
郄門穴,咳血,9
郄門穴,嘔吐,9
郄門穴,嘔血,9
郄門穴,心悸,9
郄門穴,心煩,9
郄門穴,心痛,9
郄門穴,心絞痛,9
郄門穴,心肌炎,9
郄門穴,疔瘡,9
郄門穴,癲狂,9
郄門穴,癲疾,9
郄門穴,肘臂攣痛,9
郄門穴,胸痛,9
郄門穴,衄血,9
郄門穴,驚恐,9
郄門穴,鼻衄,9
里內庭穴,三叉神經痛,NULL
里內庭穴,五趾疼痛,NULL
里內庭穴,口臭,NULL
里內庭穴,小兒消化不良,NULL
里內庭穴,小兒驚風,NULL
里內庭穴,急慢性腸炎,NULL
里內庭穴,扁桃體炎,NULL
里內庭穴,抑制食慾,NULL
里內庭穴,抽搦,NULL
里內庭穴,消化不良,NULL
里內庭穴,瀉胃火,NULL
里內庭穴,牙痛,NULL
